striker,format,matches,innings,runs,balls_faced,dismissals,dot_balls,fours,sixes,average,strike_rate,dot_pct,boundary_pct
Mohammad Nabi,PSL,26,324,455,315,20,113,36,24,22.75,144.44,35.87,19.05
AR Nurse,ODI,35,464,454,454,25,211,40,12,18.16,100.0,46.48,11.45
R Chopra,ODI,18,622,454,608,18,359,40,10,25.22,74.67,59.05,8.22
CS Baugh,Test,17,930,454,927,26,692,52,3,17.46,48.98,74.65,5.93
GS Ballance,ODI,20,647,454,639,19,337,37,1,23.89,71.05,52.74,5.95
AAP Atkinson,Test,15,577,453,575,22,368,47,13,20.59,78.78,64.0,10.43
AZ Lees,Test,10,1052,453,1052,18,837,59,1,25.17,43.06,79.56,5.7
S Jafta,ODI,36,641,452,630,27,388,53,3,16.74,71.75,61.59,8.89
CT Dhururu,T20I,39,574,452,557,31,278,43,1,14.58,81.15,49.91,7.9
Khawar Ali,T20I,27,456,452,445,28,225,47,14,16.14,101.57,50.56,13.71
JE Cameron,ODI,15,601,452,586,14,354,52,8,32.29,77.13,60.41,10.24
Saud Islam,T20I,19,440,452,426,18,188,43,9,25.11,106.1,44.13,12.21
BJ Webster,Test,8,734,452,733,11,484,51,1,41.09,61.66,66.03,7.09
C Karunaratne,ODI,24,589,451,575,22,305,32,8,20.5,78.43,53.04,6.96
M Akayezu,T20I,62,406,451,392,56,184,28,25,8.05,115.05,46.94,13.52
P Mishra,T20I,36,424,451,387,31,201,27,35,14.55,116.54,51.94,16.02
CAK Walton,PSL,25,333,451,323,21,112,36,22,21.48,139.63,34.67,17.96
Saeed Ajmal,Test,32,1085,451,1082,39,834,44,4,11.56,41.68,77.08,4.44
MF Maharoof,Test,15,1172,451,1172,25,942,55,3,18.04,38.48,80.38,4.95
PL Harris,Test,32,1330,450,1328,41,1099,47,3,10.98,33.89,82.76,3.77
Umaima Sohail,T20I,43,556,450,543,39,274,36,5,11.54,82.87,50.46,7.55
Naved-ul-Hasan,ODI,42,519,449,510,25,263,31,14,17.96,88.04,51.57,8.82
R Shepherd,ODI,29,445,449,428,27,213,40,17,16.63,104.91,49.77,13.32
GC Bhogle,T20I,26,501,449,475,17,225,43,5,26.41,94.53,47.37,10.11
MR Adair,ODI,34,421,448,410,23,197,34,21,19.48,109.27,48.05,13.41
JP Kotze,ODI,25,682,448,672,25,427,43,7,17.92,66.67,63.54,7.44
Chaya Mughal,T20I,43,598,448,564,31,262,36,1,14.45,79.43,46.45,6.56
Ahsan Ali,PSL,19,348,448,338,17,124,50,13,26.35,132.54,36.69,18.64
Shoaib Khan,T20I,36,436,447,417,28,198,39,18,15.96,107.19,47.48,13.67
TR Ambrose,Test,11,964,447,963,15,751,55,4,29.8,46.42,77.99,6.13
JL Denly,ODI,13,645,446,629,12,377,44,6,37.17,70.91,59.94,7.95
CT Bancroft,Test,10,1042,446,1042,15,838,62,1,29.73,42.8,80.42,6.05
Ilenia Sims,T20I,22,524,446,492,19,197,34,1,23.47,90.65,40.04,7.11
P Mapotsane,T20I,31,585,445,544,28,303,44,4,15.89,81.8,55.7,8.82
P Useni,T20I,46,316,445,310,32,127,22,31,13.91,143.55,40.97,17.1
D Gumyusenge,T20I,30,456,445,440,28,223,36,18,15.89,101.14,50.68,12.27
Ghulam Shabber,ODI,20,716,444,695,20,447,43,3,22.2,63.88,64.32,6.62
IKEG Artawan,T20I,61,500,443,472,40,246,40,13,11.08,93.86,52.12,11.23
JM Davison,ODI,16,393,443,387,14,200,50,15,31.64,114.47,51.68,16.8
Mohammad Ahnaff,T20I,19,404,443,389,16,171,34,20,27.69,113.88,43.96,13.88
M Levitt,ODI,17,533,443,528,17,345,53,14,26.06,83.9,65.34,12.69
SSJ Brooks,Test,12,1042,442,1041,23,837,58,3,19.22,42.46,80.4,5.86
BYA Mendis,T20I,36,493,442,483,35,264,60,4,12.63,91.51,54.66,13.25
Umar Gul,ODI,62,648,442,630,46,390,35,13,9.61,70.16,61.9,7.62
JM Vince,T20I,16,351,441,343,17,130,43,14,25.94,128.57,37.9,16.62
Khaled Mashud,Test,15,1258,441,1257,29,1012,41,0,15.21,35.08,80.51,3.26
A Mhatre,IPL,13,250,441,240,12,79,51,23,36.75,183.75,32.92,30.83
Sidra Nawaz,ODI,53,853,441,836,43,546,38,0,10.26,52.75,65.31,4.55
Hussain Talat,T20I,22,401,441,387,20,136,41,5,22.05,113.95,35.14,11.89
HT Tector,Test,8,985,440,983,16,746,45,7,27.5,44.76,75.89,5.29
Nurul Hasan,Test,11,697,440,694,21,499,57,5,20.95,63.4,71.9,8.93
Ritu Moni,T20I,58,580,440,555,44,260,36,0,10.0,79.28,46.85,6.49
NR Sciver,Test,7,860,440,858,11,617,56,0,40.0,51.28,71.91,6.53
Hassan Nawaz,T20I,22,302,439,287,20,112,23,33,21.95,152.96,39.02,19.51
H Hameed,Test,10,1372,439,1371,19,1131,50,2,23.11,32.02,82.49,3.79
A Johnson,ODI,19,460,438,443,20,293,53,23,21.9,98.87,66.14,17.16
MB Kruger,ODI,21,665,438,646,20,386,36,6,21.9,67.8,59.75,6.5
Arun Yadav,T20I,14,295,438,288,11,106,45,19,39.82,152.08,36.81,22.22
Mohammad Nawaz,PSL,33,376,437,357,26,142,41,16,16.81,122.41,39.78,15.97
S Mosweu,T20I,26,499,437,454,22,250,67,0,19.86,96.26,55.07,14.76
IC Gaze,T20I,28,366,436,360,17,124,52,2,25.65,121.11,34.44,15.0
Ali Masood,T20I,24,451,436,438,22,210,42,9,19.82,99.54,47.95,11.64
J Charles,PSL,16,293,435,283,15,95,46,18,29.0,153.71,33.57,22.61
H Hiri,ODI,32,794,435,787,30,517,30,5,14.5,55.27,65.69,4.45
L Canessane,T20I,34,395,434,377,29,151,37,13,14.97,115.12,40.05,13.26
MG Bracewell,T20I,29,343,434,323,19,117,36,17,22.84,134.37,36.22,16.41
Bilal Masud,T20I,18,362,434,342,13,121,32,16,33.38,126.9,35.38,14.04
UT Yadav,Test,47,863,434,862,40,673,40,22,10.85,50.35,78.07,7.19
A Dercksen,T20I,29,384,434,370,20,147,49,11,21.7,117.3,39.73,16.22
Aslam Khan,T20I,26,290,433,277,23,142,45,30,18.83,156.32,51.26,27.08
A Sharafu,ODI,26,616,433,599,26,369,43,10,16.65,72.29,61.6,8.85
C Magaia,T20I,39,607,433,517,31,288,48,5,13.97,83.75,55.71,10.25
AM Tribe,T20I,19,366,433,355,17,138,36,15,25.47,121.97,38.87,14.37
Muhammad Naeem,PSL,19,280,432,266,19,113,39,30,22.74,162.41,42.48,25.94
KA Jamieson,Test,19,778,432,777,22,554,39,10,19.64,55.6,71.3,6.31
MTMMJ Ave,T20I,16,407,432,395,12,178,37,16,36.0,109.37,45.06,13.42
DS Bajwa,T20I,19,350,432,339,15,139,43,13,28.8,127.43,41.0,16.52
G Burrows,T20I,16,376,432,367,14,138,36,10,30.86,117.71,37.6,12.53
M McColl,T20I,39,427,432,409,29,161,44,4,14.9,105.62,39.36,11.74
L Winfield,T20I,25,366,431,360,18,139,53,4,23.94,119.72,38.61,15.83
VD Adewoye,T20I,41,371,431,355,34,161,35,19,12.68,121.41,45.35,15.21
S Wickramasekara,T20I,22,340,431,313,21,121,32,22,20.52,137.7,38.66,17.25
Pargat Singh,T20I,21,379,430,364,22,162,39,14,19.55,118.13,44.51,14.56
B Rawal,T20I,41,717,430,668,30,404,42,0,14.33,64.37,60.48,6.29
DT Tiripano,Test,14,1341,429,1341,21,1128,54,1,20.43,31.99,84.12,4.1
JP Greaves,ODI,20,478,429,456,14,222,38,9,30.64,94.08,48.68,10.31
Murshida Khatun,ODI,26,780,429,749,25,527,56,1,17.16,57.28,70.36,7.61
E Wachira,T20I,35,620,429,588,34,311,34,0,12.62,72.96,52.89,5.78
Faisal Mubashir,T20I,20,435,428,421,11,153,33,6,38.91,101.66,36.34,9.26
V Ooko,T20I,38,579,428,538,33,287,47,1,12.97,79.55,53.35,8.92
RN ten Doeschate,T20I,19,323,428,314,10,80,21,17,42.8,136.31,25.48,12.1
E Chigumbura,Test,10,770,428,770,19,543,47,3,22.53,55.58,70.52,6.49
Younis Khan,T20I,21,347,428,341,19,112,31,12,22.53,125.51,32.84,12.61
A Ndiraya,ODI,16,624,428,604,15,333,40,0,28.53,70.86,55.13,6.62
S Jimmy,T20I,29,525,427,488,26,255,41,5,16.42,87.5,52.25,9.43
CG Williams,ODI,16,550,427,543,13,301,38,8,32.85,78.64,55.43,8.47
PV Vuniwaqa,T20I,11,274,427,264,10,117,34,33,42.7,161.74,44.32,25.38
NM Hauritz,Test,15,855,426,854,16,635,50,3,26.62,49.88,74.36,6.21
Yasir Hameed,Test,11,765,426,762,21,583,70,1,20.29,55.91,76.51,9.32
MN van Wyk,ODI,16,631,425,617,18,399,48,4,23.61,68.88,64.67,8.43
Aftab Ahmed,Test,11,896,425,894,19,692,53,1,22.37,47.54,77.4,6.04
Khushdil Shah,T20I,30,421,425,404,24,174,26,20,17.71,105.2,43.07,11.39
SC Taylor,Test,5,1136,424,1134,7,904,50,0,60.57,37.39,79.72,4.41
CJ Jordan,T20I,51,332,424,322,31,122,29,21,13.68,131.68,37.89,15.53
KC Ramamoorthy,T20I,26,409,424,391,25,192,37,17,16.96,108.44,49.1,13.81
NLTC Perera,IPL,30,326,424,309,24,112,23,26,17.67,137.22,36.25,15.86
TL Seifert,PSL,17,307,424,300,16,113,56,11,26.5,141.33,37.67,22.33
S Periyalwar,T20I,31,446,424,427,20,184,46,3,21.2,99.3,43.09,11.48
S Thakor,T20I,41,316,423,308,32,128,41,21,13.22,137.34,41.56,20.13
SA Asnodkar,IPL,19,352,423,339,19,149,56,10,22.26,124.78,43.95,19.47
AN Kelly,ODI,33,652,422,634,27,356,35,1,15.63,66.56,56.15,5.68
N Navaika,T20I,31,648,422,622,26,352,36,0,16.23,67.85,56.59,5.79
M Kaif,Test,8,930,421,928,10,703,44,1,42.1,45.37,75.75,4.85
Nahida Khan,T20I,40,568,421,555,33,304,41,5,12.76,75.86,54.77,8.29
S Nadigotla,T20I,27,390,421,366,28,144,36,13,15.04,115.03,39.34,13.39
Sameer Rizvi,IPL,17,297,421,286,13,103,30,26,32.38,147.2,36.01,19.58
S Prasanna,ODI,35,460,421,441,32,258,29,26,13.16,95.46,58.5,12.47
SMA Priyanjan,ODI,20,533,420,522,17,286,47,3,24.71,80.46,54.79,9.58
A Kirschbaum,T20I,29,429,420,424,24,186,32,6,17.5,99.06,43.87,8.96
T Shadrack,T20I,47,762,419,696,35,411,17,0,11.97,60.2,59.05,2.44
A Mokgotlhe,T20I,39,467,419,421,29,215,46,6,14.45,99.52,51.07,12.35
CNIM Joyce,T20I,24,523,419,510,25,269,40,3,16.76,82.16,52.75,8.43
J Goswami,ODI,39,572,419,562,27,328,41,7,15.52,74.56,58.36,8.54
CK Kapugedera,Test,8,788,418,786,12,579,48,7,34.83,53.18,73.66,7.0
N Mugabe,T20I,18,412,418,399,17,188,37,13,24.59,104.76,47.12,12.53
JR Hopes,IPL,19,314,417,306,17,111,49,11,24.53,136.27,36.27,19.61
S Ivetic,T20I,14,446,417,423,12,200,30,13,34.75,98.58,47.28,10.17
JL Pattinson,Test,15,972,417,971,16,769,44,7,26.06,42.95,79.2,5.25
AJ Blackwell,Test,8,1230,417,1228,14,1007,42,1,29.79,33.96,82.0,3.5
MW Short,T20I,22,284,416,277,20,107,40,20,20.8,150.18,38.63,21.66
Milind Kumar,T20I,21,401,416,385,14,117,25,9,29.71,108.05,30.39,8.83
VB Chikkannaiah,T20I,20,442,416,413,20,194,30,12,20.8,100.73,46.97,10.17
JJ Huo,T20I,21,364,415,345,15,155,40,14,27.67,120.29,44.93,15.65
S Sriharsha,T20I,21,461,415,442,19,201,39,1,21.84,93.89,45.48,9.05
MV Waldron,T20I,46,531,415,520,37,251,38,0,11.22,79.81,48.27,7.31
S Dharnidharka,T20I,46,525,415,481,31,227,35,5,13.39,86.28,47.19,8.32
AGS Gous,ODI,13,484,415,475,12,272,42,12,34.58,87.37,57.26,11.37
PR Stirling,Test,8,653,415,650,16,459,51,7,25.94,63.85,70.62,8.92
Mahedi Hasan,T20I,44,424,415,408,33,182,30,14,12.58,101.72,44.61,10.78
Namgay Thinley,T20I,37,417,414,395,29,194,29,20,14.28,104.81,49.11,12.41
S Ecclestone,ODI,51,589,414,575,36,320,35,6,11.5,72.0,55.65,7.13
R Rohan,T20I,27,432,414,418,27,213,43,12,15.33,99.04,50.96,13.16
PW Borren,ODI,17,463,413,459,13,241,42,8,31.77,89.98,52.51,10.89
C Campher,Test,8,1030,413,1029,15,828,54,7,27.53,40.14,80.47,5.93
Imran Ali Butt,T20I,19,442,413,417,19,198,38,11,21.74,99.04,47.48,11.75
S Thanikaithasan,T20I,25,353,413,334,20,129,29,15,20.65,123.65,38.62,13.17
R Ravindra,IPL,18,298,413,287,16,95,40,16,25.81,143.9,33.1,19.51
Khushi Sharma,T20I,41,537,413,522,34,240,28,1,12.15,79.12,45.98,5.56
FC Wilson,ODI,19,441,412,436,15,189,38,5,27.47,94.5,43.35,9.86
HJ Manenti,T20I,21,373,412,363,19,143,35,11,21.68,113.5,39.39,12.67
B Cooper,T20I,40,497,411,488,34,274,43,6,12.09,84.22,56.15,10.04
NP Kenjige,ODI,40,590,410,582,24,319,26,5,17.08,70.45,54.81,5.33
V Krishnamurthy,ODI,22,475,410,470,18,258,49,4,22.78,87.23,54.89,11.28
OE Robinson,Test,20,737,410,735,28,534,50,2,14.64,55.78,72.65,7.07
Mehedi Hasan Miraz,T20I,28,363,410,352,26,134,36,10,15.77,116.48,38.07,13.07
Shaheen Shah Afridi,PSL,46,332,410,314,35,147,20,34,11.71,130.57,46.82,17.2
L Cardoso,T20I,27,500,410,466,22,239,40,2,18.64,87.98,51.29,9.01
J Barker,T20I,26,461,409,426,17,155,29,2,24.06,96.01,36.38,7.28
J Botha,IPL,28,364,409,359,22,133,39,5,18.59,113.93,37.05,12.26
M Mwatile,T20I,47,526,408,504,35,271,36,4,11.66,80.95,53.77,7.94
RTM Mendis,Test,14,931,408,929,25,702,41,2,16.32,43.92,75.57,4.63
CD Cumming,Test,9,1116,408,1114,14,904,54,2,29.14,36.62,81.15,5.03
W Miyauchi,T20I,25,416,408,401,20,156,36,3,20.4,101.75,38.9,9.73
Faheem Ashraf,ODI,30,491,408,477,26,270,36,13,15.69,85.53,56.6,10.27
W Hornero-Garcia,T20I,21,487,407,429,21,213,43,0,19.38,94.87,49.65,10.02
LE Kaushalya,ODI,25,589,407,577,24,354,41,9,16.96,70.54,61.35,8.67
CM McBride,ODI,19,575,407,566,18,353,50,3,22.61,71.91,62.37,9.36
WU Tharanga,T20I,26,348,407,330,25,148,42,12,16.28,123.33,44.85,16.36
RD Shah,ODI,14,647,407,636,14,428,49,2,29.07,63.99,67.3,8.02
Simi Singh,ODI,18,517,406,495,14,240,34,6,29.0,82.02,48.48,8.08
LR Shukla,IPL,33,358,405,350,29,144,33,16,13.97,115.71,41.14,14.0
Zubair Ali,T20I,11,339,405,327,11,127,34,15,36.82,123.85,38.84,14.98
A Athanaze,ODI,17,537,405,525,17,327,46,9,23.82,77.14,62.29,10.48
DM Bravo,T20I,22,400,405,379,18,161,32,14,22.5,106.86,42.48,12.14
BJ Haddin,T20I,29,361,404,352,24,138,30,13,16.83,114.77,39.2,12.22
RJ Peterson,Test,13,541,403,540,15,351,54,2,26.87,74.63,65.0,10.37
GF Linde,T20I,26,286,403,273,21,88,27,22,19.19,147.62,32.23,17.95
LR Johnson,Test,9,837,403,832,16,644,55,1,25.19,48.44,77.4,6.73
IMHC Joyce,T20I,27,488,403,476,23,231,40,0,17.52,84.66,48.53,8.4
S Rana,ODI,28,470,403,450,21,221,45,2,19.19,89.56,49.11,10.44
D Norotam,T20I,14,300,402,287,15,118,39,17,26.8,140.07,41.11,19.51
A Balbirnie,Test,10,818,402,817,20,607,49,0,20.1,49.2,74.3,6.0
AL Menaria,IPL,23,367,401,356,22,140,24,18,18.23,112.64,39.33,11.8
RT Ponting,T20I,16,311,401,302,14,109,42,11,28.64,132.78,36.09,17.55
K Rabada,ODI,44,514,401,507,26,279,30,12,15.42,79.09,55.03,8.28
Shahid Afridi,Test,6,351,401,350,11,194,47,17,36.45,114.57,55.43,18.29
VS Padhaal,T20I,25,414,401,385,22,166,36,8,18.23,104.16,43.12,11.43
HH Gibbs,T20I,23,333,400,318,22,139,45,12,18.18,125.79,43.71,17.92
Vikramjit Singh,T20I,27,362,400,354,27,169,33,17,14.81,112.99,47.74,14.12
A Merritt,T20I,19,371,400,348,15,133,43,4,26.67,114.94,38.22,13.51
K Oala,T20I,20,351,399,342,17,180,50,14,23.47,116.67,52.63,18.71
Sohail Tanvir,ODI,38,468,399,458,27,241,44,6,14.78,87.12,52.62,10.92
S Desungnoen,T20I,39,497,399,485,32,271,35,11,12.47,82.27,55.88,9.48
AJ Stewart,ODI,12,547,398,545,12,290,32,1,33.17,73.03,53.21,6.06
S Solman,T20I,28,474,398,455,18,213,32,3,22.11,87.47,46.81,7.69
Ibrahim Rahimi,T20I,20,252,397,240,18,107,18,37,22.06,165.42,44.58,22.92
Ahmed Faiz Mohammad Noor,T20I,18,351,397,343,17,127,38,9,23.35,115.74,37.03,13.7
JK Vifah,T20I,28,382,396,361,26,172,39,9,15.23,109.7,47.65,13.3
V Shukla,T20I,21,287,396,277,18,80,35,15,22.0,142.96,28.88,18.05
K Kunwar,T20I,46,551,396,525,34,280,36,2,11.65,75.43,53.33,7.24
Anamul Haque,T20I,18,353,396,348,17,156,42,11,23.29,113.79,44.83,15.23
Ali Naseer,ODI,17,399,396,390,15,208,34,18,26.4,101.54,53.33,13.33
Nithish Kumar Reddy,Test,9,693,396,691,15,500,40,10,26.4,57.31,72.36,7.24
D Suzuki,T20I,40,402,396,384,27,168,39,6,14.67,103.12,43.75,11.72
T Mishra,ODI,15,564,395,554,12,304,33,4,32.92,71.3,54.87,6.68
Abdur Rehman,Test,21,933,395,931,28,751,47,9,14.11,42.43,80.67,6.02
Shan Masood,T20I,17,341,395,324,13,101,30,7,30.38,121.91,31.17,11.42
S van Zyl,Test,11,779,395,778,15,589,59,0,26.33,50.77,75.71,7.58
MV Boucher,IPL,23,318,394,309,15,107,32,13,26.27,127.51,34.63,14.56
ASS Fletcher,ODI,49,564,394,556,35,313,39,1,11.26,70.86,56.29,7.19
AB Barath,ODI,14,629,394,612,14,400,43,3,28.14,64.38,65.36,7.52
Anshuman Rath,ODI,12,539,393,527,12,289,36,3,32.75,74.57,54.84,7.4
MW Machan,ODI,11,497,393,484,12,264,36,4,32.75,81.2,54.55,8.26
K Ndlovu,ODI,19,701,393,675,18,460,43,1,21.83,58.22,68.15,6.52
Rinitha Rajith,T20I,40,399,392,370,30,168,46,7,13.07,105.95,45.41,14.32
Suraj Kumar,ODI,18,524,392,511,13,278,25,12,30.15,76.71,54.4,7.24
BJ Bennett,Test,8,557,391,555,14,394,65,1,27.93,70.45,70.99,11.89
Ahmed Raza,ODI,36,645,391,630,30,395,28,8,13.03,62.06,62.7,5.71
KMDN Kulasekara,Test,18,928,391,925,26,747,47,8,15.04,42.27,80.76,5.95
NV Knight,ODI,13,544,390,534,12,292,31,2,32.5,73.03,54.68,6.18
PA de Silva,ODI,13,487,390,474,13,250,34,7,30.0,82.28,52.74,8.65
CA Pujara,IPL,22,403,390,391,18,187,50,4,21.67,99.74,47.83,13.81
NRJ Croes,ODI,19,500,390,489,15,269,38,2,26.0,79.75,55.01,8.18
ZM Tribe,T20I,25,383,390,374,21,154,34,7,18.57,104.28,41.18,10.96
DN Wellalage,ODI,25,487,389,478,20,253,29,10,19.45,81.38,52.93,8.16
Usman Khalid,T20I,26,354,389,343,18,137,30,15,21.61,113.41,39.94,13.12
Azhar Mahmood,IPL,21,311,388,303,19,116,39,13,20.42,128.05,38.28,17.16
Abdul Razzaq,T20I,28,341,388,324,18,134,21,21,21.56,119.75,41.36,12.96
Sharjeel Khan,T20I,17,299,388,289,17,141,51,14,22.82,134.26,48.79,22.49
S Muthusamy,Test,7,812,388,811,7,596,34,4,55.43,47.84,73.49,4.69
Aryan Lakra,ODI,16,681,387,668,16,438,35,4,24.19,57.93,65.57,5.84
AJ Hall,ODI,28,464,387,451,20,218,30,6,19.35,85.81,48.34,7.98
HS Gericke,T20I,16,259,387,238,17,71,32,17,22.76,162.61,29.83,20.59
R Pathan,T20I,12,251,387,245,8,85,41,17,48.38,157.96,34.69,23.67
SP Gomes,T20I,12,302,386,284,9,90,37,10,42.89,135.92,31.69,16.55
V Sehwag,T20I,17,274,386,261,15,103,42,16,25.73,147.89,39.46,22.22
J Fraser-McGurk,IPL,15,203,385,193,14,82,39,30,27.5,199.48,42.49,35.75
V Abuga,T20I,28,458,385,435,23,238,48,2,16.74,88.51,54.71,11.49
MA Jones,ODI,14,582,385,572,15,343,36,3,25.67,67.31,59.97,6.82
Nauman Ali,Test,18,815,385,810,23,634,42,10,16.74,47.53,78.27,6.42
G Singh,T20I,22,371,383,358,17,156,28,13,22.53,106.98,43.58,11.45
RL Haynes,Test,6,961,383,961,12,759,51,0,31.92,39.85,78.98,5.31
Naeem Islam,Test,7,994,383,994,9,801,48,4,42.56,38.53,80.58,5.23
JL Smith,ODI,17,347,383,336,18,179,50,10,21.28,113.99,53.27,17.86
M Simpson-Parker,T20I,19,332,383,315,15,128,29,14,25.53,121.59,40.63,13.65
SJ McGlashan,T20I,20,355,383,345,15,132,29,7,25.53,111.01,38.26,10.43
Hazratullah,PSL,12,263,382,250,12,103,45,18,31.83,152.8,41.2,25.2
CS Baugh,ODI,27,563,382,553,20,312,30,4,19.1,69.08,56.42,6.15
Mohammad Ashraful,T20I,20,285,382,278,19,100,41,11,20.11,137.41,35.97,18.71
Hasan Ali,Test,23,533,382,530,30,383,34,20,12.73,72.08,72.26,10.19
T Munyonga,T20I,35,374,382,364,27,144,28,9,14.15,104.95,39.56,10.16
Iqbal Hossain,T20I,14,233,381,227,14,112,33,30,27.21,167.84,49.34,27.75
A Mishra,IPL,55,440,381,419,31,177,31,5,12.29,90.93,42.24,8.59
SPD Smith,PSL,11,238,380,235,11,71,39,18,34.55,161.7,30.21,24.26
MDKJ Perera,PSL,14,251,380,244,9,64,35,15,42.22,155.74,26.23,20.49
Gaurav Tiwari,T20I,22,398,380,387,18,183,34,10,21.11,98.19,47.29,11.37
I Chathurani,T20I,13,452,380,393,8,141,30,0,47.5,96.69,35.88,7.63
CN Ackermann,ODI,15,517,380,509,15,284,38,2,25.33,74.66,55.8,7.86
M Syrioti,T20I,24,666,380,557,19,308,32,0,20.0,68.22,55.3,5.75
Sompal Kami,T20I,46,351,380,337,33,154,27,15,11.52,112.76,45.7,12.46
T Zangmo,T20I,32,600,379,575,28,327,25,2,13.54,65.91,56.87,4.7
J Gumbie,ODI,15,581,379,567,15,357,42,1,25.27,66.84,62.96,7.58
XM Marshall,ODI,26,677,379,665,25,461,41,4,15.16,56.99,69.32,6.77
D Heyliger,T20I,36,236,379,231,15,72,24,26,25.27,164.07,31.17,21.65
KR Mayers,IPL,13,276,379,263,13,124,38,22,29.15,144.11,47.15,22.81
D Ajekun,T20I,32,534,379,511,31,283,32,2,12.23,74.17,55.38,6.65
JS Patel,Test,21,692,379,692,27,507,44,3,14.04,54.77,73.27,6.79
J Coetzee,T20I,22,361,378,349,16,138,24,14,23.62,108.31,39.54,10.89
A Zampa,ODI,57,591,378,573,37,345,32,2,10.22,65.97,60.21,5.93
Shahid Wasif,T20I,25,367,378,357,15,142,29,10,25.2,105.88,39.78,10.92
S Forbes,ODI,21,676,378,644,17,424,40,0,22.24,58.7,65.84,6.21
WIA Fernando,T20I,37,421,377,411,35,185,28,8,10.77,91.73,45.01,8.76
Hasan Ali,ODI,38,334,377,327,28,167,28,23,13.46,115.29,51.07,15.6
SN Thakur,Test,12,632,377,630,20,455,46,9,18.85,59.84,72.22,8.73
AK Mohan,T20I,22,450,377,423,22,226,24,15,17.14,89.13,53.43,9.22
Iram Javed,T20I,43,486,377,470,37,266,38,8,10.19,80.21,56.6,9.79
Kuldeep,T20I,13,241,377,228,11,89,35,23,34.27,165.35,39.04,25.44
M Shumba,T20I,25,342,376,335,18,126,23,13,20.89,112.24,37.61,10.75
S Movva,T20I,22,370,376,352,19,137,29,8,19.79,106.82,38.92,10.51
M Kapp,Test,3,596,376,596,6,430,60,0,62.67,63.09,72.15,10.07
DB Ravi Teja,IPL,25,325,375,317,20,116,35,9,18.75,118.3,36.59,13.88
Asif Ali,ODI,15,317,375,308,15,123,22,20,25.0,121.75,39.94,13.64
AM Rahane,T20I,20,347,375,331,18,116,32,6,20.83,113.29,35.05,11.48
Hisham Sheikh,T20I,23,421,375,410,19,150,20,3,19.74,91.46,36.59,5.61
Shahzaib Jamil,T20I,19,284,375,276,16,103,19,26,23.44,135.87,37.32,16.3
Saud Shakeel,ODI,14,455,374,438,13,219,40,1,28.77,85.39,50.0,9.36
Adnan Idrees,T20I,29,298,374,281,28,142,48,15,13.36,133.1,50.53,22.42
SA Abbott,ODI,21,397,374,388,19,206,32,13,19.68,96.39,53.09,11.6
T Tshose,T20I,35,345,374,333,30,155,20,19,12.47,112.31,46.55,11.71
A van der Merwe,T20I,24,485,373,450,22,252,38,3,16.95,82.89,56.0,9.11
Ehsan Khan,T20I,53,347,373,341,29,130,21,15,12.86,109.38,38.12,10.56
AA Onikoyi,T20I,26,435,372,423,24,218,26,12,15.5,87.94,51.54,8.98
Washington Sundar,ODI,20,459,372,452,18,233,25,11,20.67,82.3,51.55,7.96
MW Short,ODI,15,411,372,406,15,218,37,10,24.8,91.63,53.69,11.58
NR Sciver-Brunt,Test,4,535,371,534,8,353,53,0,46.38,69.48,66.1,9.93
M Chadha,T20I,13,322,371,313,9,124,33,14,41.22,118.53,39.62,15.02
TM McGrath,Test,8,748,371,746,11,558,50,0,33.73,49.73,74.8,6.7
SN Khan,Test,6,495,371,495,9,311,44,8,41.22,74.95,62.83,10.51
R Lutaaya,T20I,24,298,371,290,24,122,42,9,15.46,127.93,42.07,17.59
M Ntini,Test,48,849,370,849,37,684,48,4,10.0,43.58,80.57,6.12
KDK Vithanage,Test,10,485,370,484,14,321,44,9,26.43,76.45,66.32,10.95
CH Gayle,PSL,16,287,370,271,16,126,24,29,23.12,136.53,46.49,19.56
P Sharma,T20I,25,376,369,344,23,163,41,7,16.04,107.27,47.38,13.95
Ayesha Naseem,T20I,26,301,369,288,19,100,20,18,19.42,128.12,34.72,13.19
M Louis,Test,10,897,369,897,20,710,40,4,18.45,41.14,79.15,4.91
S Sohal,IPL,20,311,368,292,18,136,34,18,20.44,126.03,46.58,17.81
PJ Forrest,ODI,14,577,368,561,13,341,34,4,28.31,65.6,60.78,6.77
IG Holland,ODI,14,481,368,475,14,242,27,3,26.29,77.47,50.95,6.32
DJ Hooda,T20I,17,262,368,250,12,77,29,18,30.67,147.2,30.8,18.8
PK Matautaava,T20I,19,295,368,288,17,127,27,19,21.65,127.78,44.1,15.97
MS Sinclair,ODI,15,566,367,561,10,341,32,2,36.7,65.42,60.78,6.06
S Pradhan,T20I,26,429,367,409,24,212,41,4,15.29,89.73,51.83,11.0
Kyshona A Knight,T20I,35,524,367,501,31,259,32,1,11.84,73.25,51.7,6.59
B Masaba,T20I,34,385,366,368,24,170,37,6,15.25,99.46,46.2,11.68
MA Jones,T20I,15,272,366,264,14,102,34,17,26.14,138.64,38.64,19.32
Raza Iqbal,T20I,26,348,366,319,21,142,42,8,17.43,114.73,44.51,15.67
Zahir Mohammed,T20I,28,279,365,265,27,117,29,22,13.52,137.74,44.15,19.25
Pyae Phyo Wai,T20I,28,492,365,459,30,235,22,6,12.17,79.52,51.2,6.1
