bowler,year,format,balls,runs_given,wickets,matches,dot_balls,economy,average,strike_rate
CW Perchard,2024,T20I,187,203,17,10,83,6.51,11.94,11.0
CW Perchard,2025,T20I,132,143,13,6,60,6.5,11.0,10.15
CZ Harris,2003,ODI,406,273,4,13,232,4.03,68.25,101.5
CZ Harris,2004,ODI,192,131,6,4,126,4.09,21.83,32.0
Cai Yuzhi,2024,T20I,144,140,13,9,73,5.83,10.77,11.08
Cai Yuzhi,2025,T20I,50,44,5,4,24,5.28,8.8,10.0
Camila Valdes,2023,T20I,50,106,2,2,6,12.72,53.0,25.0
Camila Valdes,2026,T20I,28,30,1,2,11,6.43,30.0,28.0
Chado Om,2024,T20I,48,53,4,3,17,6.62,13.25,12.0
Chan Ka Man,2019,T20I,168,87,13,8,114,3.11,6.69,12.92
Chan Ka Man,2021,T20I,96,85,5,4,49,5.31,17.0,19.2
Chan Ka Man,2022,T20I,247,203,14,13,129,4.93,14.5,17.64
Chan Ka Man,2023,T20I,295,215,17,14,166,4.37,12.65,17.35
Chan Ka Man,2024,T20I,339,247,16,17,188,4.37,15.44,21.19
Chan Ka Man,2025,T20I,126,106,7,7,56,5.05,15.14,18.0
Chan Sau Har,2026,T20I,88,74,9,5,35,5.05,8.22,9.78
Charanjeet Singh,2019,T20I,30,35,1,2,12,7.0,35.0,30.0
Chare Smith,2024,T20I,54,42,2,3,34,4.67,21.0,27.0
Chare Smith,2025,T20I,116,154,7,6,67,7.97,22.0,16.57
Chaudhary Akram,2024,T20I,30,27,4,2,15,5.4,6.75,7.5
Chaudhary Akram,2025,T20I,24,36,1,2,6,9.0,36.0,24.0
Chaudhary Akram,2026,T20I,31,44,2,2,6,8.52,22.0,15.5
Chaya Mughal,2018,T20I,31,33,0,2,14,6.39,33.0,31.0
Chaya Mughal,2019,T20I,85,58,1,5,55,4.09,58.0,85.0
Chaya Mughal,2021,T20I,104,64,4,5,70,3.69,16.0,26.0
Chaya Mughal,2022,T20I,505,402,23,25,316,4.78,17.48,21.96
Chaya Mughal,2023,T20I,194,171,12,13,101,5.29,14.25,16.17
Chayanisa Phengpaen,2024,T20I,29,23,3,2,16,4.76,7.67,9.67
Chayanisa Phengpaen,2025,T20I,18,16,0,1,12,5.33,16.0,18.0
Chayanisa Phengpaen,2026,T20I,6,13,0,1,0,13.0,13.0,6.0
Chen Xinyu,2023,T20I,12,9,0,1,8,4.5,9.0,12.0
Chen Xinyu,2024,T20I,6,12,0,1,2,12.0,12.0,6.0
Chen Zhuo Yue,2023,T20I,49,55,5,3,18,6.73,11.0,9.8
Chen Zhuo Yue,2024,T20I,78,127,1,5,29,9.77,127.0,78.0
Chinyenum George,2021,T20I,12,12,1,1,6,6.0,12.0,12.0
Chinyenum George,2022,T20I,14,16,1,1,6,6.86,16.0,14.0
Christina Baret,2019,T20I,13,21,0,2,2,9.69,21.0,13.0
Codi Yusuf,2025,ODI,61,81,0,1,24,7.97,81.0,61.0
Codi Yusuf,2025,Test,284,127,10,2,217,2.68,12.7,28.4
Constanza Oyarce,2023,T20I,58,152,0,2,4,15.72,152.0,58.0
Constanza Vergara,2023,T20I,11,30,0,1,0,16.36,30.0,11.0
Cynthia Konadu,2023,T20I,24,31,1,1,9,7.75,31.0,24.0
D Abeyrathna,2023,T20I,12,12,1,1,8,6.0,12.0,12.0
D Abeyrathna,2024,T20I,40,25,4,2,20,3.75,6.25,10.0
D Abeyrathna,2025,T20I,180,235,11,12,75,7.83,21.36,16.36
D Abeyrathna,2026,T20I,90,108,6,5,36,7.2,18.0,15.0
D Ahir,2021,T20I,66,78,3,3,22,7.09,26.0,22.0
D Ajekun,2019,T20I,67,79,4,6,25,7.07,19.75,16.75
D Ajekun,2024,T20I,6,10,0,1,2,10.0,10.0,6.0
D Bhaskara,2022,T20I,52,76,1,4,20,8.77,76.0,52.0
D Birrell,2021,T20I,68,64,5,3,36,5.65,12.8,13.6
D Birrell,2022,T20I,18,20,0,1,8,6.67,20.0,18.0
D Birrell,2023,ODI,61,54,1,1,37,5.31,54.0,61.0
D Birrell,2024,T20I,213,258,18,10,118,7.27,14.33,11.83
D Bishoo,2011,ODI,671,478,20,13,361,4.27,23.9,33.55
D Bishoo,2011,T20I,96,98,7,4,44,6.12,14.0,13.71
D Bishoo,2011,Test,2743,1449,41,10,1913,3.17,35.34,66.9
D Bishoo,2012,Test,319,171,1,1,225,3.22,171.0,319.0
D Bishoo,2015,T20I,6,11,0,1,0,11.0,11.0,6.0
D Bishoo,2015,Test,968,521,15,4,681,3.23,34.73,64.53
D Bishoo,2016,ODI,60,30,3,1,39,3.0,10.0,20.0
D Bishoo,2016,Test,1277,769,23,5,830,3.61,33.43,55.52
D Bishoo,2017,ODI,630,546,8,13,303,5.2,68.25,78.75
D Bishoo,2017,Test,1632,838,26,7,1183,3.08,32.23,62.77
D Bishoo,2018,ODI,526,451,6,10,253,5.14,75.17,87.67
D Bishoo,2018,Test,1156,682,16,8,744,3.54,42.62,72.25
D Bishoo,2019,ODI,144,170,1,3,61,7.08,170.0,144.0
D Bishoo,2019,T20I,21,28,1,2,7,8.0,28.0,21.0
D Bourne,2025,T20I,30,37,1,2,16,7.4,37.0,30.0
D Brevis,2022,IPL,3,8,1,1,1,16.0,8.0,3.0
D Brevis,2025,ODI,24,28,0,1,9,7.0,28.0,24.0
D Brevis,2025,Test,26,22,1,1,18,5.08,22.0,26.0
D Brown,2021,ODI,120,102,5,3,77,5.1,20.4,24.0
D Brown,2021,T20I,24,26,1,1,12,6.5,26.0,24.0
D Brown,2021,Test,84,65,0,1,59,4.64,65.0,84.0
D Brown,2022,ODI,302,249,10,7,184,4.95,24.9,30.2
D Brown,2022,T20I,245,254,11,12,144,6.22,23.09,22.27
D Brown,2022,Test,105,59,2,1,80,3.37,29.5,52.5
D Brown,2023,ODI,275,224,8,8,181,4.89,28.0,34.38
D Brown,2023,T20I,299,314,16,14,163,6.3,19.62,18.69
D Brown,2023,Test,121,101,1,1,85,5.01,101.0,121.0
D Brown,2024,ODI,91,69,1,3,50,4.55,69.0,91.0
D Brown,2024,T20I,84,121,3,7,36,8.64,40.33,28.0
D Brown,2024,Test,173,73,7,1,142,2.53,10.43,24.71
D Brown,2025,ODI,186,181,4,5,100,5.84,45.25,46.5
D Brown,2025,T20I,72,74,5,3,36,6.17,14.8,14.4
D Brown,2025,Test,144,63,3,1,114,2.62,21.0,48.0
D Brown,2026,ODI,138,124,1,4,79,5.39,124.0,138.0
D Brown,2026,T20I,66,97,0,4,29,8.82,97.0,66.0
D Brown,2026,Test,160,91,3,1,124,3.41,30.33,53.33
D Busingye,2019,T20I,18,19,1,1,5,6.33,19.0,18.0
D Dawa,2024,T20I,84,107,7,5,34,7.64,15.29,12.0
D Devnarain,2008,ODI,37,22,1,1,27,3.57,22.0,37.0
D Devnarain,2011,ODI,6,12,0,1,1,12.0,12.0,6.0
D Devnarain,2012,T20I,6,8,0,1,1,8.0,8.0,6.0
D Devnarain,2013,T20I,12,16,0,1,3,8.0,16.0,12.0
D Devnarain,2016,ODI,50,57,0,3,23,6.84,57.0,50.0
D Devnarain,2016,T20I,6,12,0,1,0,12.0,12.0,6.0
D Dewald,2024,T20I,174,192,9,8,72,6.62,21.33,19.33
D Dhingra,2022,T20I,54,79,0,5,23,8.78,79.0,54.0
D Dlamini,2021,T20I,58,74,1,3,19,7.66,74.0,58.0
D Doyle-Calle,2023,T20I,6,10,0,1,3,10.0,10.0,6.0
D Doyle-Calle,2024,T20I,6,4,0,1,4,4.0,4.0,6.0
D Doyle-Calle,2025,T20I,6,6,2,1,5,6.0,3.0,3.0
D Dzimau,2018,T20I,40,33,2,2,24,4.95,16.5,20.0
D Elgar,2012,ODI,97,74,2,4,48,4.58,37.0,48.5
D Elgar,2012,Test,6,4,0,1,5,4.0,4.0,6.0
D Elgar,2013,Test,24,17,1,2,13,4.25,17.0,24.0
D Elgar,2014,Test,313,229,3,7,194,4.39,76.33,104.33
D Elgar,2015,Test,426,228,7,7,282,3.21,32.57,60.86
D Elgar,2016,Test,130,70,2,4,86,3.23,35.0,65.0
D Elgar,2017,Test,24,41,0,2,7,10.25,41.0,24.0
D Elgar,2018,Test,54,35,1,4,33,3.89,35.0,54.0
D Elgar,2019,Test,40,39,2,4,21,5.85,19.5,20.0
D Elgar,2020,Test,6,6,0,1,1,6.0,6.0,6.0
D Elgar,2021,Test,7,6,0,1,4,5.14,6.0,7.0
D Elgar,2022,Test,6,8,0,1,2,8.0,8.0,6.0
D Ferreira,2024,T20I,18,37,0,1,6,12.33,37.0,18.0
D Ferreira,2025,ODI,138,115,2,3,75,5.0,57.5,69.0
D Ferreira,2025,T20I,88,117,2,6,26,7.98,58.5,44.0
D Ferreira,2026,IPL,6,14,1,1,1,14.0,14.0,6.0
D Finau,2022,T20I,42,70,2,3,16,10.0,35.0,21.0
D Finau,2024,T20I,42,68,3,4,14,9.71,22.67,14.0
D Foerster,2018,T20I,66,41,3,5,41,3.73,13.67,22.0
D Foerster,2019,T20I,98,77,4,6,59,4.71,19.25,24.5
D Foerster,2021,T20I,24,10,0,2,18,2.5,10.0,24.0
D Foerster,2022,T20I,61,49,6,4,34,4.82,8.17,10.17
D Foerster,2023,T20I,114,98,7,8,54,5.16,14.0,16.29
D Foerster,2024,T20I,30,27,1,2,20,5.4,27.0,30.0
D Forrester,2026,PSL,35,72,4,5,7,12.34,18.0,8.75
D Forrester,2026,T20I,6,4,0,1,3,4.0,4.0,6.0
D Foxcroft,2026,ODI,105,86,2,3,52,4.91,43.0,52.5
D Foxcroft,2026,T20I,12,17,0,1,5,8.5,17.0,12.0
D Gamage,2003,ODI,66,59,1,2,35,5.36,59.0,66.0
D Ganesh,2024,T20I,96,81,5,4,49,5.06,16.2,19.2
D Ganesh,2025,T20I,84,109,5,4,40,7.79,21.8,16.8
D Ganga,2003,Test,24,26,0,1,12,6.5,26.0,24.0
D Gim,2019,T20I,36,65,3,4,8,10.83,21.67,12.0
D Golechha,2023,T20I,36,28,1,2,20,4.67,28.0,36.0
D Golechha,2024,T20I,90,46,2,4,70,3.07,23.0,45.0
D Golechha,2025,T20I,73,42,5,3,55,3.45,8.4,14.6
D Gough,2003,ODI,449,297,14,8,298,3.97,21.21,32.07
D Gough,2003,Test,152,89,1,1,112,3.51,89.0,152.0
D Gough,2004,ODI,777,598,24,16,511,4.62,24.92,32.38
D Gough,2005,ODI,645,531,20,12,368,4.94,26.55,32.25
D Gough,2005,T20I,19,17,3,1,13,5.37,5.67,6.33
D Gough,2006,ODI,73,78,0,2,42,6.41,78.0,73.0
D Gough,2006,T20I,23,34,1,1,13,8.87,34.0,23.0
D Hazell,2011,ODI,181,134,5,3,89,4.44,26.8,36.2
D Hazell,2011,T20I,36,31,1,2,15,5.17,31.0,36.0
D Hazell,2011,Test,138,52,2,1,107,2.26,26.0,69.0
D Hazell,2012,ODI,62,53,4,2,28,5.13,13.25,15.5
D Hazell,2012,T20I,239,204,18,10,101,5.12,11.33,13.28
D Hazell,2013,ODI,252,157,5,5,160,3.74,31.4,50.4
D Hazell,2013,T20I,114,78,10,5,62,4.11,7.8,11.4
D Hazell,2013,Test,188,126,0,1,124,4.02,126.0,188.0
D Hazell,2014,ODI,299,177,4,5,177,3.55,44.25,74.75
D Hazell,2014,T20I,224,178,7,10,120,4.77,25.43,32.0
D Hazell,2015,T20I,72,76,2,3,28,6.33,38.0,36.0
D Hazell,2016,ODI,170,73,6,3,125,2.58,12.17,28.33
D Hazell,2016,T20I,136,114,7,6,66,5.03,16.29,19.43
D Hazell,2017,ODI,264,245,6,5,123,5.57,40.83,44.0
D Hazell,2017,T20I,61,69,3,3,24,6.79,23.0,20.33
D Hazell,2018,ODI,120,65,4,2,83,3.25,16.25,30.0
D Hazell,2018,T20I,249,313,10,12,89,7.54,31.3,24.9
D Hemalatha,2018,ODI,60,55,2,3,35,5.5,27.5,30.0
D Hemalatha,2018,T20I,60,80,5,4,20,8.0,16.0,12.0
D Hemalatha,2019,ODI,42,49,0,3,22,7.0,49.0,42.0
D Hemalatha,2021,ODI,60,44,1,1,32,4.4,44.0,60.0
D Hemalatha,2022,ODI,44,34,3,2,24,4.64,11.33,14.67
D Hemalatha,2022,T20I,62,52,4,4,26,5.03,13.0,15.5
D Hemalatha,2024,ODI,12,11,0,1,6,5.5,11.0,12.0
D Heyliger,2019,T20I,231,300,16,10,100,7.79,18.75,14.44
D Heyliger,2021,T20I,74,52,7,4,47,4.22,7.43,10.57
D Heyliger,2022,T20I,210,278,7,11,88,7.94,39.71,30.0
D Heyliger,2023,ODI,77,46,1,2,52,3.58,46.0,77.0
D Heyliger,2023,T20I,36,41,1,4,15,6.83,41.0,36.0
D Heyliger,2024,ODI,700,594,27,14,418,5.09,22.0,25.93
D Heyliger,2024,T20I,238,345,15,12,93,8.7,23.0,15.87
D Heyliger,2025,ODI,265,268,10,6,137,6.07,26.8,26.5
D Heyliger,2025,T20I,132,152,4,10,82,6.91,38.0,33.0
D Heyliger,2026,T20I,54,88,1,3,21,9.78,88.0,54.0
D Igihozo,2019,T20I,24,11,1,1,17,2.75,11.0,24.0
D Jakiel,2019,T20I,42,44,4,2,19,6.29,11.0,10.5
D Jakiel,2022,T20I,79,136,5,4,30,10.33,27.2,15.8
D Jakiel,2024,T20I,197,188,14,10,127,5.73,13.43,14.07
D Jakiel,2025,T20I,164,263,8,10,59,9.62,32.88,20.5
D Jakiel,2026,T20I,84,74,8,4,47,5.29,9.25,10.5
D Jamyansuren,2023,T20I,25,60,1,1,3,14.4,60.0,25.0
D Jansen,2021,T20I,18,23,0,1,4,7.67,23.0,18.0
D Jansen,2022,T20I,83,96,3,5,34,6.94,32.0,27.67
D Jansen,2023,IPL,24,53,1,1,6,13.25,53.0,24.0
D Johnson,2023,T20I,41,61,3,3,19,8.93,20.33,13.67
D Johnson,2024,T20I,38,46,4,2,15,7.26,11.5,9.5
D Johnson,2025,T20I,210,314,11,12,78,8.97,28.55,19.09
D Johnson,2026,T20I,47,42,2,3,23,5.36,21.0,23.5
D Joseph,2003,ODI,186,174,5,4,122,5.61,34.8,37.2
D Kalvin,2021,T20I,55,76,3,3,22,8.29,25.33,18.33
D Kalvin,2022,T20I,12,26,0,1,3,13.0,26.0,12.0
D Kalvin,2026,T20I,14,31,0,2,2,13.29,31.0,14.0
D Kalyankrishna,2008,IPL,48,88,2,3,11,11.0,44.0,24.0
D Kansonkho,2021,T20I,69,95,2,5,33,8.26,47.5,34.5
D Kansonkho,2022,T20I,12,20,0,1,6,10.0,20.0,12.0
D Kansonkho,2024,T20I,16,6,3,3,10,2.25,2.0,5.33
D Kegasitswe,2019,T20I,73,156,3,3,20,12.82,52.0,24.33
D Khanal,2022,ODI,18,20,0,2,10,6.67,20.0,18.0
D Klein,2020,T20I,50,43,2,2,31,5.16,21.5,25.0
D Klein,2021,T20I,130,129,8,6,63,5.95,16.12,16.25
D Klein,2022,T20I,209,230,12,9,107,6.6,19.17,17.42
D Klein,2023,T20I,142,148,8,6,78,6.25,18.5,17.75
D Koralalage,2024,T20I,116,68,10,5,83,3.52,6.8,11.6
D Koralalage,2025,T20I,114,78,9,5,81,4.11,8.67,12.67
D Koralalage,2026,T20I,96,74,7,5,67,4.62,10.57,13.71
D Lakshan,2021,ODI,12,12,0,1,4,6.0,12.0,12.0
D Langford-Smith,2006,ODI,61,64,3,1,29,6.3,21.33,20.33
D Langford-Smith,2007,ODI,400,298,7,9,263,4.47,42.57,57.14
D Lohia,2024,ODI,106,89,4,3,48,5.04,22.25,26.5
D Lohia,2024,T20I,30,29,0,2,13,5.8,29.0,30.0
D Lohia,2025,ODI,37,20,2,2,29,3.24,10.0,18.5
D Lohia,2025,T20I,139,129,10,11,76,5.57,12.9,13.9
D Lohia,2026,T20I,37,42,5,3,15,6.81,8.4,7.4
D Madushanka,2022,T20I,92,114,5,4,42,7.43,22.8,18.4
D Madushanka,2023,ODI,686,706,31,14,374,6.17,22.77,22.13
D Madushanka,2023,T20I,97,200,6,5,35,12.37,33.33,16.17
D Madushanka,2023,Test,102,77,1,1,69,4.53,77.0,102.0
D Madushanka,2024,ODI,239,249,12,8,136,6.25,20.75,19.92
D Madushanka,2024,T20I,78,130,3,4,29,10.0,43.33,26.0
D Madushanka,2025,ODI,120,119,5,2,60,5.95,23.8,24.0
D Madushanka,2025,PSL,24,43,0,1,8,10.75,43.0,24.0
D Madushanka,2026,IPL,24,36,1,1,8,9.0,36.0,24.0
D Madushanka,2026,T20I,84,114,6,4,35,8.14,19.0,14.0
D Maisuria,2019,T20I,103,121,11,5,41,7.05,11.0,9.36
D Maisuria,2021,T20I,95,52,12,4,66,3.28,4.33,7.92
D Maisuria,2022,T20I,172,148,22,8,97,5.16,6.73,7.82
D Maisuria,2023,T20I,144,136,10,7,80,5.67,13.6,14.4
D Maisuria,2025,T20I,96,137,3,5,36,8.56,45.67,32.0
D Maisuria,2026,T20I,57,28,9,3,45,2.95,3.11,6.33
D Marks,2023,T20I,85,114,2,4,36,8.05,57.0,42.5
D Marks,2025,T20I,279,435,17,13,102,9.35,25.59,16.41
D Medagoda,2025,T20I,150,156,8,9,90,6.24,19.5,18.75
D Mogan,2020,T20I,48,53,1,2,20,6.62,53.0,48.0
D Mogan,2021,T20I,24,63,0,1,3,15.75,63.0,24.0
D Mohammed,2006,ODI,233,171,10,4,129,4.4,17.1,23.3
D Mohammed,2006,Test,639,424,10,3,421,3.98,42.4,63.9
D Mongia,2003,ODI,195,143,5,6,108,4.4,28.6,39.0
D Mongia,2005,ODI,70,80,0,2,32,6.86,80.0,70.0
D Mongia,2006,ODI,133,95,4,3,72,4.29,23.75,33.25
D Mongia,2007,ODI,108,106,4,2,46,5.89,26.5,27.0
D Muhumuza,2019,T20I,30,35,1,3,9,7.0,35.0,30.0
D Muhumuza,2021,T20I,132,147,7,9,52,6.68,21.0,18.86
D Muhumuza,2022,T20I,42,62,3,3,11,8.86,20.67,14.0
D Mullen,2023,T20I,60,92,2,3,25,9.2,46.0,30.0
D Mullen,2024,T20I,63,62,5,3,29,5.9,12.4,12.6
D Murphy,2023,T20I,31,16,4,3,24,3.1,4.0,7.75
D Murphy,2024,T20I,42,48,1,3,25,6.86,48.0,42.0
D Murphy,2025,T20I,43,59,0,4,13,8.23,59.0,43.0
D Myers,2021,T20I,30,55,0,2,8,11.0,55.0,30.0
D Myers,2021,Test,18,13,0,1,11,4.33,13.0,18.0
D Myers,2024,T20I,6,28,0,1,0,28.0,28.0,6.0
D Myers,2025,T20I,12,15,0,1,3,7.5,15.0,12.0
D Myers,2025,Test,15,14,0,1,7,5.6,14.0,15.0
D Myers,2026,T20I,12,28,0,2,2,14.0,28.0,12.0
D Nanayakkara,2023,T20I,73,80,5,4,39,6.58,16.0,14.6
D Nanayakkara,2024,T20I,73,83,4,5,18,6.82,20.75,18.25
D Nanayakkara,2025,T20I,104,121,2,8,37,6.98,60.5,52.0
D Nanayakkara,2026,T20I,57,58,1,4,19,6.11,58.0,57.0
D Nanda,2025,T20I,55,33,5,3,40,3.6,6.6,11.0
D Nikolov,2020,T20I,6,10,0,1,1,10.0,10.0,6.0
D Nikolov,2021,T20I,18,41,0,2,3,13.67,41.0,18.0
D Nikolov,2023,T20I,18,17,1,1,11,5.67,17.0,18.0
D Nikolov,2024,T20I,4,6,0,1,0,9.0,6.0,4.0
D Nikolov,2025,T20I,6,16,0,1,1,16.0,16.0,6.0
D Njoroge,2019,T20I,6,13,0,1,1,13.0,13.0,6.0
D Njoroge,2022,T20I,33,46,0,3,11,8.36,46.0,33.0
D Olivier,2017,Test,607,403,18,5,460,3.98,22.39,33.72
D Olivier,2018,Test,174,107,11,1,138,3.69,9.73,15.82
D Olivier,2019,ODI,114,125,3,2,52,6.58,41.67,38.0
D Olivier,2019,Test,664,466,20,4,475,4.21,23.3,33.2
D Olivier,2022,Test,653,383,12,5,486,3.52,31.92,54.42
D Olivier,2024,Test,207,139,0,1,131,4.03,139.0,207.0
D Panda,2025,T20I,59,59,10,3,30,6.0,5.9,5.9
D Panda,2026,T20I,150,201,8,8,55,8.04,25.12,18.75
D Parashar,2024,ODI,192,93,5,4,132,2.91,18.6,38.4
D Parashar,2024,T20I,252,231,18,12,124,5.5,12.83,14.0
D Parashar,2025,ODI,344,292,6,8,161,5.09,48.67,57.33
D Parashar,2025,T20I,288,371,12,16,124,7.73,30.92,24.0
D Parashar,2026,T20I,30,45,0,3,10,9.0,45.0,30.0
D Paterson,2017,ODI,161,185,4,3,89,6.89,46.25,40.25
D Paterson,2017,T20I,107,148,8,5,44,8.3,18.5,13.38
D Paterson,2018,T20I,72,122,2,3,24,10.17,61.0,36.0
D Paterson,2019,ODI,48,37,0,1,30,4.62,37.0,48.0
D Paterson,2020,Test,347,179,4,2,257,3.1,44.75,86.75
D Paterson,2024,Test,989,500,21,5,744,3.03,23.81,47.1
D Pavelic,2025,T20I,48,41,4,2,22,5.12,10.25,12.0
D Pearce,2025,T20I,7,8,0,1,2,6.86,8.0,7.0
D Polpitiya,2022,T20I,66,96,4,4,27,8.73,24.0,16.5
D Pretorius,2016,ODI,108,94,2,3,59,5.22,47.0,54.0
D Pretorius,2017,ODI,458,373,17,9,255,4.89,21.94,26.94
D Pretorius,2017,T20I,30,48,1,2,8,9.6,48.0,30.0
D Pretorius,2018,ODI,120,94,5,2,65,4.7,18.8,24.0
D Pretorius,2019,ODI,336,262,8,8,182,4.68,32.75,42.0
D Pretorius,2019,T20I,54,70,2,4,17,7.78,35.0,27.0
D Pretorius,2019,Test,144,51,2,1,125,2.12,25.5,72.0
D Pretorius,2020,T20I,90,129,4,4,21,8.6,32.25,22.5
D Pretorius,2020,Test,336,209,5,2,254,3.73,41.8,67.2
D Pretorius,2021,T20I,173,205,16,10,61,7.11,12.81,10.81
D Pretorius,2022,IPL,126,213,7,6,37,10.14,30.43,18.0
D Pretorius,2022,ODI,122,137,6,4,58,6.74,22.83,20.33
D Pretorius,2022,T20I,159,250,12,7,46,9.43,20.83,13.25
D Pretorius,2023,IPL,24,29,0,1,9,7.25,29.0,24.0
D Pretorius,2023,PSL,48,79,1,2,9,9.88,79.0,48.0
D Ramani,2025,T20I,126,183,7,6,55,8.71,26.14,18.0
D Ravu,2017,ODI,60,41,0,1,39,4.1,41.0,60.0
D Ravu,2018,ODI,20,24,0,1,12,7.2,24.0,20.0
D Ravu,2019,ODI,97,89,0,3,56,5.51,89.0,97.0
D Ravu,2019,T20I,166,144,15,11,94,5.2,9.6,11.07
D Ravu,2021,ODI,300,264,7,7,167,5.28,37.71,42.86
D Ravu,2021,T20I,62,104,2,3,17,10.06,52.0,31.0
D Ravu,2022,ODI,108,85,3,3,66,4.72,28.33,36.0
D Ravu,2022,T20I,93,160,5,4,31,10.32,32.0,18.6
D Ravu,2025,T20I,66,80,4,3,22,7.27,20.0,16.5
D Rawat,2024,T20I,78,79,8,4,36,6.08,9.88,9.75
D Rawat,2025,T20I,60,91,1,4,19,9.1,91.0,60.0
D Robson,2023,T20I,47,54,4,2,24,6.89,13.5,11.75
D Robson,2024,T20I,265,266,17,11,138,6.02,15.65,15.59
D Ruynekova,2025,T20I,138,172,7,9,59,7.48,24.57,19.71
D Sabir,2023,T20I,90,99,6,4,39,6.6,16.5,15.0
D Sabir,2024,T20I,84,77,6,6,41,5.5,12.83,14.0
D Sabir,2025,T20I,175,170,16,10,72,5.83,10.62,10.94
D Salunkhe,2008,IPL,48,80,1,5,15,10.0,80.0,48.0
D Samarawickrama,2023,T20I,6,16,1,1,1,16.0,16.0,6.0
D Saxena,2021,T20I,24,21,0,2,16,5.25,21.0,24.0
D Saxena,2023,T20I,84,82,7,5,43,5.86,11.71,12.0
D Siva Kumar,2022,T20I,12,11,0,1,4,5.5,11.0,12.0
D Soraine,2007,ODI,53,38,1,2,29,4.3,38.0,53.0
D St Ange,2025,T20I,66,68,3,4,30,6.18,22.67,22.0
D Staddon,2021,T20I,6,2,1,1,5,2.0,2.0,6.0
D Staddon,2022,T20I,13,16,0,1,7,7.38,16.0,13.0
D Suzuki,2022,T20I,78,76,3,5,38,5.85,25.33,26.0
D Suzuki,2023,T20I,66,79,4,6,27,7.18,19.75,16.5
D Suzuki,2024,T20I,211,274,9,17,92,7.79,30.44,23.44
D Suzuki,2025,T20I,99,136,9,9,36,8.24,15.11,11.0
D Suzuki,2026,T20I,48,40,7,3,31,5.0,5.71,6.86
D Svilicic,2025,T20I,66,142,2,4,16,12.91,71.0,33.0
D Tanase,2025,T20I,55,57,4,3,34,6.22,14.25,13.75
D Tekyildirim,2025,T20I,87,80,12,5,53,5.52,6.67,7.25
D Tucker,2022,ODI,66,52,2,2,34,4.73,26.0,33.0
D Tucker,2022,T20I,48,63,0,4,16,7.88,63.0,48.0
D Tucker,2023,ODI,167,133,2,4,97,4.78,66.5,83.5
D Tucker,2023,T20I,121,131,4,8,44,6.5,32.75,30.25
D Tucker,2024,ODI,66,68,1,2,32,6.18,68.0,66.0
D Tucker,2024,Test,255,233,4,2,146,5.48,58.25,63.75
D Unhale,2025,T20I,164,124,6,8,100,4.54,20.67,27.33
D Uwizeye,2024,T20I,12,6,1,1,9,3.0,6.0,12.0
D Vihanga,2025,ODI,282,249,11,5,131,5.3,22.64,25.64
D Vihanga,2026,ODI,222,146,6,4,136,3.95,24.33,37.0
D Visser,2024,T20I,132,150,12,6,56,6.82,12.5,11.0
D Visser,2025,T20I,144,204,7,8,45,8.5,29.14,20.57
D Vora,2025,T20I,12,23,0,1,4,11.5,23.0,12.0
D Wabwire,2023,T20I,130,157,8,7,69,7.25,19.62,16.25
D Wangmo,2021,T20I,85,95,4,4,33,6.71,23.75,21.25
D Wangmo,2022,T20I,66,51,2,3,30,4.64,25.5,33.0
D Wangmo,2023,T20I,36,20,5,3,25,3.33,4.0,7.2
D Wangmo,2024,T20I,43,31,3,3,24,4.33,10.33,14.33
D Wheatley,2025,T20I,12,34,0,1,3,17.0,34.0,12.0
D Wiese,2013,T20I,72,81,3,4,22,6.75,27.0,24.0
D Wiese,2014,T20I,24,21,3,1,12,5.25,7.0,8.0
D Wiese,2015,IPL,254,360,17,13,77,8.5,21.18,14.94
D Wiese,2015,ODI,120,146,6,3,45,7.3,24.33,20.0
D Wiese,2015,T20I,140,168,16,7,56,7.2,10.5,8.75
D Wiese,2016,IPL,25,49,0,1,6,11.76,49.0,25.0
D Wiese,2016,ODI,174,174,5,3,84,6.0,34.8,34.8
D Wiese,2016,T20I,132,183,5,7,47,8.32,36.6,26.4
D Wiese,2018,PSL,18,33,0,1,4,11.0,33.0,18.0
D Wiese,2019,PSL,145,208,6,7,38,8.61,34.67,24.17
D Wiese,2020,PSL,180,258,13,10,46,8.6,19.85,13.85
D Wiese,2021,PSL,66,107,2,4,14,9.73,53.5,33.0
D Wiese,2021,T20I,192,246,11,9,70,7.69,22.36,17.45
D Wiese,2022,ODI,383,327,8,8,230,5.12,40.88,47.88
D Wiese,2022,PSL,175,247,10,13,49,8.47,24.7,17.5
D Wiese,2022,T20I,165,186,10,8,66,6.76,18.6,16.5
D Wiese,2023,IPL,18,38,0,1,3,12.67,38.0,18.0
D Wiese,2023,PSL,234,290,10,13,63,7.44,29.0,23.4
D Wiese,2023,T20I,124,108,9,6,64,5.23,12.0,13.78
D Wiese,2024,PSL,60,81,2,4,20,8.1,40.5,30.0
D Wiese,2024,T20I,169,219,11,9,77,7.78,19.91,15.36
D Wiese,2025,PSL,6,17,0,1,1,17.0,17.0,6.0
D Wotu,2022,T20I,92,109,6,5,34,7.11,18.17,15.33
D Wotu,2023,T20I,67,65,5,3,31,5.82,13.0,13.4
D Wotu,2024,T20I,135,178,4,7,50,7.91,44.5,33.75
D Wulandari,2024,T20I,122,76,4,7,76,3.74,19.0,30.5
