bowler,format,matches,balls,runs_given,wickets,dot_balls,wides,noballs,overs,economy,average,dot_pct,strike_rate
Samiullah Rahmani,T20I,12,196,229,17,77,4,3,32.7,7.01,13.47,39.29,11.53
LJ Wright,ODI,36,1035,910,17,519,15,3,172.5,5.28,53.53,50.14,60.88
DS Rathi,IPL,19,458,661,17,135,11,2,76.3,8.66,38.88,29.48,26.94
V Phiri,T20I,11,204,179,17,106,12,1,34.0,5.26,10.53,51.96,12.0
EC Rainsford,ODI,22,1039,805,17,667,31,14,173.2,4.65,47.35,64.2,61.12
AL Stephen,T20I,15,280,356,17,117,12,3,46.7,7.63,20.94,41.79,16.47
Kashif Daud,ODI,19,664,495,17,416,12,1,110.7,4.47,29.12,62.65,39.06
H Agarwal,T20I,18,331,328,17,172,28,1,55.2,5.95,19.29,51.96,19.47
A Reddy,ODI,11,551,496,17,276,13,3,91.8,5.4,29.18,50.09,32.41
S Loubser,ODI,11,622,364,17,393,11,0,103.7,3.51,21.41,63.18,36.59
A Savvani,T20I,22,401,411,17,187,44,6,66.8,6.15,24.18,46.63,23.59
CS Fraser,T20I,20,288,394,17,109,24,0,48.0,8.21,23.18,37.85,16.94
Robert Raina,T20I,11,145,146,17,72,8,1,24.2,6.04,8.59,49.66,8.53
K Kubota,T20I,15,212,182,17,126,19,0,35.3,5.15,10.71,59.43,12.47
Mujeeb-ur-Rehman,T20I,21,362,434,17,155,5,2,60.3,7.19,25.53,42.82,21.29
J Botha,Test,5,1021,579,17,739,1,4,170.2,3.4,34.06,72.38,60.06
MK Amusa,T20I,14,270,184,16,156,12,0,45.0,4.09,11.5,57.78,16.88
Alina Aslam,T20I,16,351,320,16,198,50,4,58.5,5.47,20.0,56.41,21.94
SC Kuggeleijn,T20I,17,324,479,16,126,11,1,54.0,8.87,29.94,38.89,20.25
CAK Rajitha,T20I,17,376,595,16,144,18,4,62.7,9.49,37.19,38.3,23.5
R Ngarava,Test,9,1326,825,16,940,4,23,221.0,3.73,51.56,70.89,82.88
SC van Schalkwyk,ODI,12,492,497,16,268,10,0,82.0,6.06,31.06,54.47,30.75
NE Farrant,T20I,13,269,303,16,144,11,0,44.8,6.76,18.94,53.53,16.81
A Fillie,T20I,12,195,181,16,121,42,0,32.5,5.57,11.31,62.05,12.19
DN Wellalage,T20I,14,321,395,16,125,7,0,53.5,7.38,24.69,38.94,20.06
A Dirannehelage,T20I,12,264,152,16,193,55,3,44.0,3.45,9.5,73.11,16.5
A Vaidya,T20I,15,232,204,16,144,50,7,38.7,5.28,12.75,62.07,14.5
MF Maharoof,Test,16,2275,1275,16,1705,6,74,379.2,3.36,79.69,74.95,142.19
G Dempsey,T20I,19,284,315,16,122,22,3,47.3,6.65,19.69,42.96,17.75
U Aryaman Sunil,T20I,22,409,635,16,154,19,7,68.2,9.32,39.69,37.65,25.56
G Dempsey,ODI,18,734,662,16,419,41,5,122.3,5.41,41.38,57.08,45.88
Umair Qasim,T20I,20,345,438,16,159,20,1,57.5,7.62,27.38,46.09,21.56
S Thapa,T20I,11,193,190,16,103,18,1,32.2,5.91,11.88,53.37,12.06
Lucky Ali,T20I,13,234,203,16,129,11,0,39.0,5.21,12.69,55.13,14.62
JJC Lawson,Test,3,566,429,16,387,3,7,94.3,4.55,26.81,68.37,35.38
ST Jayasuriya,IPL,21,294,396,16,86,7,0,49.0,8.08,24.75,29.25,18.38
Jaswinder Singh,T20I,15,220,296,16,85,15,0,36.7,8.07,18.5,38.64,13.75
Abdul Samad,T20I,13,208,160,16,132,3,0,34.7,4.62,10.0,63.46,13.0
M Joshi,ODI,13,524,366,16,361,13,0,87.3,4.19,22.88,68.89,32.75
R Immadi,T20I,17,369,404,16,191,69,6,61.5,6.57,25.25,51.76,23.06
NJ Pius,T20I,20,259,211,16,148,18,0,43.2,4.89,13.19,57.14,16.19
I Toua,ODI,12,575,382,16,369,15,4,95.8,3.99,23.88,64.17,35.94
AJ Ireland,ODI,13,642,612,16,368,32,7,107.0,5.72,38.25,57.32,40.12
DL Chahar,ODI,11,489,461,16,279,17,3,81.5,5.66,28.81,57.06,30.56
AC Botha,ODI,13,596,424,16,341,1,2,99.3,4.27,26.5,57.21,37.25
JS Pooranakaran,T20I,25,445,496,16,230,65,20,74.2,6.69,31.0,51.69,27.81
BM Tickner,Test,4,733,473,16,506,8,2,122.2,3.87,29.56,69.03,45.81
R Edwards,T20I,10,198,199,16,85,14,0,33.0,6.03,12.44,42.93,12.38
C Raack,T20I,20,299,302,16,136,4,5,49.8,6.06,18.88,45.48,18.69
NND de Silva,T20I,19,229,221,16,112,13,0,38.2,5.79,13.81,48.91,14.31
NP Dalgaard,T20I,13,309,237,16,162,21,3,51.5,4.6,14.81,52.43,19.31
M Labuschagne,Test,35,1326,853,16,827,6,10,221.0,3.86,53.31,62.37,82.88
SP Jones,Test,6,858,587,16,587,2,8,143.0,4.1,36.69,68.41,53.62
AK Markram,T20I,38,402,592,16,149,14,0,67.0,8.84,37.0,37.06,25.12
Soyeb Pendi,T20I,9,199,207,16,104,10,1,33.2,6.24,12.94,52.26,12.44
Syed Maisam Ali,T20I,8,141,145,16,64,9,2,23.5,6.17,9.06,45.39,8.81
Surya Anand,T20I,26,445,451,16,221,6,0,74.2,6.08,28.19,49.66,27.81
Priya Mishra,ODI,9,406,402,16,208,6,0,67.7,5.94,25.12,51.23,25.38
HL Ferling,ODI,16,518,403,16,334,55,1,86.3,4.67,25.19,64.48,32.38
KS Airee,T20I,10,208,230,16,99,12,3,34.7,6.63,14.38,47.6,13.0
C Sosa,T20I,14,291,237,16,169,31,9,48.5,4.89,14.81,58.08,18.19
Fiza,T20I,11,173,150,16,83,15,1,28.8,5.2,9.38,47.98,10.81
JP Behrendorff,ODI,12,646,581,16,360,10,1,107.7,5.4,36.31,55.73,40.38
KC Thompson,T20I,12,209,130,16,118,5,0,34.8,3.73,8.12,56.46,13.06
KK Lin Thu,T20I,20,330,333,16,185,30,0,55.0,6.05,20.81,56.06,20.62
AC Thomas,IPL,15,317,416,16,133,10,2,52.8,7.87,26.0,41.96,19.81
Fariha Trisna,T20I,20,377,495,16,167,12,0,62.8,7.88,30.94,44.3,23.56
TM Head,Test,33,1019,645,16,633,1,0,169.8,3.8,40.31,62.12,63.69
SS Pathirana,ODI,18,766,724,16,338,10,1,127.7,5.67,45.25,44.13,47.88
DT Christian,T20I,21,280,409,16,90,5,1,46.7,8.76,25.56,32.14,17.5
Saber Zakhil,T20I,18,268,345,16,113,15,2,44.7,7.72,21.56,42.16,16.75
A Husain,T20I,15,267,301,16,105,19,3,44.5,6.76,18.81,39.33,16.69
XC Bartlett,ODI,5,247,171,16,153,5,0,41.2,4.15,10.69,61.94,15.44
Y Cariah,ODI,14,597,627,16,289,2,1,99.5,6.3,39.19,48.41,37.31
I Waqavakatoga,T20I,9,180,152,16,102,15,0,30.0,5.07,9.5,56.67,11.25
J Yadav,Test,6,834,476,16,596,0,9,139.0,3.42,29.75,71.46,52.12
D Elgar,Test,34,1036,683,16,648,0,0,172.7,3.96,42.69,62.55,64.75
D Brown,Test,6,787,452,16,604,11,7,131.2,3.45,28.25,76.75,49.19
Meet Bhavsar,T20I,18,243,288,16,97,2,1,40.5,7.11,18.0,39.92,15.19
GD Phillips,ODI,31,799,819,16,313,9,1,133.2,6.15,51.19,39.17,49.94
W Madhevere,T20I,35,409,487,16,149,13,1,68.2,7.14,30.44,36.43,25.56
AIV Benatar,T20I,10,190,156,16,125,28,11,31.7,4.93,9.75,65.79,11.88
Danyal Raja,T20I,20,354,528,16,184,47,0,59.0,8.95,33.0,51.98,22.12
VM Nyauchi,Test,9,1411,786,16,1042,3,5,235.2,3.34,49.12,73.85,88.19
GD Elliott,T20I,15,192,241,16,59,3,0,32.0,7.53,15.06,30.73,12.0
GD Elliott,PSL,13,204,254,16,65,5,0,34.0,7.47,15.88,31.86,12.75
Dilbar Hussain,PSL,12,231,321,16,75,7,6,38.5,8.34,20.06,32.47,14.44
RJ Trott,T20I,14,276,306,16,101,1,0,46.0,6.65,19.12,36.59,17.25
VRV Singh,IPL,18,364,549,16,121,7,4,60.7,9.05,34.31,33.24,22.75
RG Sharma,IPL,32,339,462,16,94,10,0,56.5,8.18,28.88,27.73,21.19
E Guehoada,T20I,15,294,244,16,151,13,1,49.0,4.98,15.25,51.36,18.38
Khadija Tul Kubra,ODI,14,632,436,16,401,5,0,105.3,4.14,27.25,63.45,39.5
S Shrivastava,T20I,19,318,427,16,114,16,0,53.0,8.06,26.69,35.85,19.88
KA Jamieson,IPL,15,303,508,16,115,12,3,50.5,10.06,31.75,37.95,18.94
KA Pollard,PSL,24,312,459,16,76,15,2,52.0,8.83,28.69,24.36,19.5
CJ Anderson,Test,13,1304,673,16,967,14,2,217.3,3.1,42.06,74.16,81.5
IE O'Brien,ODI,10,453,496,16,212,9,0,75.5,6.57,31.0,46.8,28.31
N Burger,IPL,15,298,509,16,135,12,1,49.7,10.25,31.81,45.3,18.62
IG Butler,ODI,13,608,576,16,324,14,8,101.3,5.68,36.0,53.29,38.0
FL Mackay,T20I,15,290,322,16,101,1,4,48.3,6.66,20.12,34.83,18.12
MPM Pathirannehelage,T20I,10,203,142,16,128,22,1,33.8,4.2,8.88,63.05,12.69
S Maduranga,T20I,14,228,300,16,100,13,1,38.0,7.89,18.75,43.86,14.25
Jubair Hossain,Test,5,717,514,16,435,0,2,119.5,4.3,32.12,60.67,44.81
LB Williams,ODI,8,412,406,16,233,20,6,68.7,5.91,25.38,56.55,25.75
Junaid Siddiqui,T20I,20,391,372,16,185,8,0,65.2,5.71,23.25,47.31,24.44
RM Haq,T20I,9,216,249,16,80,0,0,36.0,6.92,15.56,37.04,13.5
Mudassar Bukhari,ODI,15,590,515,16,356,16,2,98.3,5.24,32.19,60.34,36.88
J Bulele,T20I,12,243,281,16,109,9,1,40.5,6.94,17.56,44.86,15.19
F Damiao Couana,T20I,17,325,400,16,174,26,7,54.2,7.38,25.0,53.54,20.31
K Peddrick,T20I,19,302,328,16,149,48,3,50.3,6.52,20.5,49.34,18.88
Shah Faisal,T20I,13,276,360,16,144,15,0,46.0,7.83,22.5,52.17,17.25
AF Aoina,T20I,13,217,211,16,118,29,4,36.2,5.83,13.19,54.38,13.56
GP Tom,T20I,22,307,289,16,169,14,7,51.2,5.65,18.06,55.05,19.19
RS Bopara,PSL,18,246,371,16,76,8,0,41.0,9.05,23.19,30.89,15.38
Shafali Verma,T20I,22,222,245,16,86,11,0,37.0,6.62,15.31,38.74,13.88
CK Jasmat,T20I,20,394,460,16,183,21,0,65.7,7.01,28.75,46.45,24.62
Riya Sharma,T20I,26,493,462,16,241,22,3,82.2,5.62,28.88,48.88,30.81
Muhammad Salman,T20I,16,318,341,16,147,2,0,53.0,6.43,21.31,46.23,19.88
Iftikhar Ahmed,ODI,20,742,695,16,349,6,0,123.7,5.62,43.44,47.04,46.38
Mosaddek Hossain,ODI,37,1004,904,16,457,12,0,167.3,5.4,56.5,45.52,62.75
WER Somerville,Test,6,1466,749,16,1067,0,0,244.3,3.07,46.81,72.78,91.62
J Hicks,T20I,11,221,154,16,122,14,0,36.8,4.18,9.62,55.2,13.81
WK Lai,T20I,15,237,217,16,118,22,4,39.5,5.49,13.56,49.79,14.81
A Canning,ODI,21,851,635,16,534,58,2,141.8,4.48,39.69,62.75,53.19
CR Brathwaite,IPL,16,257,384,16,78,9,3,42.8,8.96,24.0,30.35,16.06
A King,Test,6,852,398,16,631,0,0,142.0,2.8,24.88,74.06,53.25
RR Sarwan,ODI,18,371,393,16,138,12,0,61.8,6.36,24.56,37.2,23.19
CN Ackermann,ODI,16,614,470,16,352,5,0,102.3,4.59,29.38,57.33,38.38
RM Dorji,T20I,20,297,418,16,100,13,1,49.5,8.44,26.12,33.67,18.56
WD Parnell,Test,6,556,432,16,386,1,0,92.7,4.66,27.0,69.42,34.75
C Bosch,Test,4,520,308,16,386,3,0,86.7,3.55,19.25,74.23,32.5
P Vastrakar,Test,5,635,342,16,484,0,1,105.8,3.23,21.38,76.22,39.69
Q Joseph,ODI,14,490,409,16,259,15,0,81.7,5.01,25.56,52.86,30.62
PSRK Sudarshan,T20I,14,294,397,16,124,10,0,49.0,8.1,24.81,42.18,18.38
O Mondlane,T20I,15,279,190,16,164,25,13,46.5,4.09,11.88,58.78,17.44
Bilal Asif,Test,5,1175,446,16,903,0,1,195.8,2.28,27.88,76.85,73.44
PD Collingwood,T20I,20,234,353,16,67,4,0,39.0,9.05,22.06,28.63,14.62
A Dalzell,T20I,19,353,383,16,189,20,2,58.8,6.51,23.94,53.54,22.06
Zaki Ul Hassan,T20I,9,185,254,16,84,5,0,30.8,8.24,15.88,45.41,11.56
Zara Mohammad,T20I,9,190,200,15,119,68,4,31.7,6.32,13.33,62.63,12.67
HH Streak,Test,8,1212,840,15,875,4,15,202.0,4.16,56.0,72.19,80.8
Hamid Mahmood,T20I,15,279,242,15,131,4,0,46.5,5.2,16.13,46.95,18.6
HB Shipley,ODI,8,387,360,15,213,17,0,64.5,5.58,24.0,55.04,25.8
P Chilongia,T20I,11,166,122,15,104,17,4,27.7,4.41,8.13,62.65,11.07
P Agrawal,T20I,11,253,204,15,138,12,1,42.2,4.84,13.6,54.55,16.87
P Marange,ODI,12,601,447,15,354,27,1,100.2,4.46,29.8,58.9,40.07
A Dercksen,ODI,17,406,437,15,205,41,1,67.7,6.46,29.13,50.49,27.07
PVD Chameera,IPL,20,399,658,15,157,21,3,66.5,9.89,43.87,39.35,26.6
PT Collins,Test,5,1108,633,15,816,5,43,184.7,3.43,42.2,73.65,73.87
C Chukwuonye,T20I,9,141,106,15,85,17,3,23.5,4.51,7.07,60.28,9.4
A Andriani,T20I,7,157,93,15,102,5,1,26.2,3.55,6.2,64.97,10.47
RP Yadav,ODI,14,655,666,15,296,11,5,109.2,6.1,44.4,45.19,43.67
A Mare,T20I,19,314,300,15,179,33,2,52.3,5.73,20.0,57.01,20.93
Mohammed Irshad,T20I,10,149,212,15,50,13,2,24.8,8.54,14.13,33.56,9.93
RR Seth,T20I,17,264,230,15,159,24,1,44.0,5.23,15.33,60.23,17.6
RR Powar,IPL,26,427,538,15,174,16,1,71.2,7.56,35.87,40.75,28.47
K Nestor,T20I,19,319,477,15,142,25,2,53.2,8.97,31.8,44.51,21.27
TH Semau,T20I,14,211,173,15,123,24,2,35.2,4.92,11.53,58.29,14.07
Mohammad Nabi,IPL,23,417,527,15,153,2,0,69.5,7.58,35.13,36.69,27.8
Muhammad Jawadullah,ODI,14,597,622,15,331,32,1,99.5,6.25,41.47,55.44,39.8
Mosaddek Hossain,T20I,21,282,354,15,102,4,2,47.0,7.53,23.6,36.17,18.8
RO Mazumba,T20I,12,192,176,15,118,38,2,32.0,5.5,11.73,61.46,12.8
CK Langeveldt,T20I,8,175,236,15,82,11,1,29.2,8.09,15.73,46.86,11.67
IT Guha,Test,3,634,254,15,510,1,15,105.7,2.4,16.93,80.44,42.27
A Nathwani,T20I,15,294,367,15,126,10,0,49.0,7.49,24.47,42.86,19.6
J Kowa,T20I,14,278,213,15,191,41,0,46.3,4.6,14.2,68.71,18.53
Mohammad Atif,T20I,10,230,193,15,134,12,0,38.3,5.03,12.87,58.26,15.33
Mohammad Asif,T20I,11,259,350,15,111,8,2,43.2,8.11,23.33,42.86,17.27
Mohammad Ashraful,Test,30,927,688,15,536,0,0,154.5,4.45,45.87,57.82,61.8
Rishad Hossain,PSL,11,228,381,15,72,7,0,38.0,10.03,25.4,31.58,15.2
Arif Yaqoob,PSL,9,180,234,15,61,3,0,30.0,7.8,15.6,33.89,12.0
Mahedi Hasan,ODI,11,529,441,15,278,5,0,88.2,5.0,29.4,52.55,35.27
S Burdekin,T20I,9,168,213,15,67,9,2,28.0,7.61,14.2,39.88,11.2
S Bhari,ODI,10,398,246,15,254,4,0,66.3,3.71,16.4,63.82,26.53
Rumman Raees,ODI,9,465,468,15,227,10,2,77.5,6.04,31.2,48.82,31.0
RJ Kirtley,Test,3,785,409,15,600,3,7,130.8,3.13,27.27,76.43,52.33
Ezgi Nur Kilic,T20I,11,208,210,15,124,27,4,34.7,6.06,14.0,59.62,13.87
AN Ahmed,IPL,17,349,515,15,131,13,5,58.2,8.85,34.33,37.54,23.27
L Bonner,T20I,7,167,128,15,95,4,0,27.8,4.6,8.53,56.89,11.13
E Karimi,T20I,11,204,219,15,91,5,0,34.0,6.44,14.6,44.61,13.6
Enamul Haque jnr,ODI,9,519,373,15,279,3,4,86.5,4.31,24.87,53.76,34.6
RK Paudel,T20I,18,239,264,15,92,4,0,39.8,6.63,17.6,38.49,15.93
S Kanankege,T20I,25,382,365,15,192,29,10,63.7,5.73,24.33,50.26,25.47
JAM Henri,T20I,15,295,404,15,136,19,1,49.2,8.22,26.93,46.1,19.67
FA Sargent,T20I,16,342,377,15,135,6,1,57.0,6.61,25.13,39.47,22.8
DT Doram,T20I,14,300,392,15,113,0,0,50.0,7.84,26.13,37.67,20.0
A Paul,T20I,12,217,318,15,73,11,1,36.2,8.79,21.2,33.64,14.47
Salman Nazar,T20I,7,150,158,15,81,3,0,25.0,6.32,10.53,54.0,10.0
Salman Mirza,PSL,12,243,442,15,86,10,3,40.5,10.91,29.47,35.39,16.2
Junaid Aziz,T20I,13,140,198,15,49,7,2,23.3,8.49,13.2,35.0,9.33
S Matsikenyeri,ODI,26,668,563,15,285,19,0,111.3,5.06,37.53,42.66,44.53
B Mpedi,T20I,13,202,196,15,109,20,6,33.7,5.82,13.07,53.96,13.47
N Mlaba,Test,4,769,502,15,529,0,0,128.2,3.92,33.47,68.79,51.27
N Madziva,T20I,12,241,346,15,90,19,2,40.2,8.61,23.07,37.34,16.07
ID Blackwell,ODI,17,840,567,15,479,6,0,140.0,4.05,37.8,57.02,56.0
R Siriwardena,T20I,7,129,213,15,46,13,0,21.5,9.91,14.2,35.66,8.6
E Otieno,ODI,10,447,479,15,245,16,6,74.5,6.43,31.93,54.81,29.8
MM Penfold,ODI,15,581,493,15,342,45,5,96.8,5.09,32.87,58.86,38.73
MM Ali,PSL,16,234,356,15,72,2,0,39.0,9.13,23.73,30.77,15.6
S Sharma,T20I,11,222,196,15,132,12,0,37.0,5.3,13.07,59.46,14.8
GA Lamb,ODI,15,642,474,15,362,17,0,107.0,4.43,31.6,56.39,42.8
A Shahzad,ODI,10,530,469,15,308,29,1,88.3,5.31,31.27,58.11,35.33
MPGT Ketiyage,T20I,17,292,368,15,127,24,0,48.7,7.56,24.53,43.49,19.47
MO Jones,T20I,14,268,251,15,134,8,2,44.7,5.62,16.73,50.0,17.87
D Lohia,T20I,16,206,200,15,104,11,2,34.3,5.83,13.33,50.49,13.73
JD Unadkat,T20I,10,208,306,15,88,15,0,34.7,8.83,20.4,42.31,13.87
JB Abega,T20I,13,222,290,15,109,19,1,37.0,7.84,19.33,49.1,14.8
A Neill,ODI,9,433,345,15,269,15,2,72.2,4.78,23.0,62.12,28.87
CD de Lange,ODI,6,264,211,15,144,0,0,44.0,4.8,14.07,54.55,17.6
N Niranjana,ODI,10,461,340,15,306,15,0,76.8,4.43,22.67,66.38,30.73
RDB Ahir,T20I,14,252,294,15,111,5,1,42.0,7.0,19.6,44.05,16.8
RD Berrington,ODI,35,746,647,15,388,16,1,124.3,5.2,43.13,52.01,49.73
YA Abdulla,IPL,11,210,311,15,92,12,1,35.0,8.89,20.73,43.81,14.0
N Shangase,ODI,20,738,686,15,341,6,1,123.0,5.58,45.73,46.21,49.2
SC Getkate,T20I,17,266,354,15,98,8,2,44.3,7.98,23.6,36.84,17.73
D Wotu,T20I,15,294,352,15,115,8,3,49.0,7.18,23.47,39.12,19.6
MJ North,Test,13,1260,609,15,934,1,2,210.0,2.9,40.6,74.13,84.0
MJ Humphreys,Test,5,997,583,15,660,0,0,166.2,3.51,38.87,66.2,66.47
Usama Mir,ODI,9,512,507,15,221,9,2,85.3,5.94,33.8,43.16,34.13
ML Castillo,T20I,9,186,200,15,84,9,0,31.0,6.45,13.33,45.16,12.4
A Wanjira,T20I,17,322,298,15,189,27,7,53.7,5.55,19.87,58.7,21.47
DR Sams,IPL,16,362,528,15,144,27,2,60.3,8.75,35.2,39.78,24.13
M Artur,T20I,13,166,125,15,105,9,1,27.7,4.52,8.33,63.25,11.07
I Mutoni,T20I,11,200,173,15,130,11,2,33.3,5.19,11.53,65.0,13.33
I Edwards,T20I,13,247,271,15,130,30,1,41.2,6.58,18.07,52.63,16.47
C de Grandhomme,T20I,21,323,470,15,86,13,2,53.8,8.73,31.33,26.63,21.53
NK Tiwari,T20I,15,295,330,15,126,8,2,49.2,6.71,22.0,42.71,19.67
G Coetzee,IPL,14,274,490,15,102,18,1,45.7,10.73,32.67,37.23,18.27
Abdullah Mahmood,T20I,13,208,224,15,77,3,0,34.7,6.46,14.93,37.02,13.87
M Gogev,T20I,16,288,450,15,110,18,1,48.0,9.38,30.0,38.19,19.2
M Dlamini,T20I,18,371,415,15,186,63,27,61.8,6.71,27.67,50.13,24.73
JWM Dalrymple,ODI,23,841,686,15,417,27,1,140.2,4.89,45.73,49.58,56.07
G Candiru,T20I,15,337,324,15,131,21,1,56.2,5.77,21.6,38.87,22.47
M Syahadat Ramli,T20I,10,131,136,15,53,2,0,21.8,6.23,9.07,40.46,8.73
M Short,T20I,8,168,115,15,118,31,0,28.0,4.11,7.67,70.24,11.2
DGAPD Wiswi,T20I,16,161,168,15,72,9,4,26.8,6.26,11.2,44.72,10.73
SJ Srivastava,IPL,14,283,444,15,106,23,1,47.2,9.41,29.6,37.46,18.87
Aizaz Khan,ODI,13,499,481,15,260,8,5,83.2,5.78,32.07,52.1,33.27
A Thorpe,T20I,13,236,238,15,124,34,10,39.3,6.05,15.87,52.54,15.73
R Chaudhary,T20I,19,359,289,15,183,17,1,59.8,4.83,19.27,50.97,23.93
EN Lynch,ODI,13,502,355,15,298,8,4,83.7,4.24,23.67,59.36,33.47
EM Bermingham,ODI,16,689,533,15,412,23,0,114.8,4.64,35.53,59.8,45.93
KM Dabengwa,ODI,24,701,647,15,312,14,1,116.8,5.54,43.13,44.51,46.73
M Madara,ODI,14,562,486,15,322,39,5,93.7,5.19,32.4,57.3,37.47
JOA Gordon,ODI,10,437,434,15,247,33,2,72.8,5.96,28.93,56.52,29.13
Fazil Rahman,T20I,6,132,165,15,67,5,1,22.0,7.5,11.0,50.76,8.8
SM Pollock,T20I,10,219,286,15,102,10,0,36.5,7.84,19.07,46.58,14.6
SM Katich,Test,14,721,445,15,493,0,0,120.2,3.7,29.67,68.38,48.07
M Pathirana,ODI,10,397,499,15,185,45,2,66.2,7.54,33.27,46.6,26.47
M Mwangi,T20I,13,170,135,15,96,6,0,28.3,4.76,9.0,56.47,11.33
Farhad Reza,ODI,25,815,793,15,437,15,6,135.8,5.84,52.87,53.62,54.33
JT Brassell,ODI,12,513,454,15,300,28,3,85.5,5.31,30.27,58.48,34.2
TT Maposa,T20I,18,312,476,15,112,21,4,52.0,9.15,31.73,35.9,20.8
Abul Farhad,T20I,11,208,292,15,92,12,7,34.7,8.42,19.47,44.23,13.87
SR Thadani,T20I,18,259,256,15,143,13,0,43.2,5.93,17.07,55.21,17.27
SSB Magala,ODI,7,347,384,15,167,15,5,57.8,6.64,25.6,48.13,23.13
DK Anefie,T20I,19,338,357,15,165,28,2,56.3,6.34,23.8,48.82,22.53
M McColl,T20I,17,189,174,15,100,6,2,31.5,5.52,11.6,52.91,12.6
NR Sciver-Brunt,T20I,23,384,474,15,154,16,0,64.0,7.41,31.6,40.1,25.6
A Adekunle,T20I,16,301,221,15,167,13,1,50.2,4.41,14.73,55.48,20.07
T Chopra,T20I,13,186,166,15,92,8,0,31.0,5.35,11.07,49.46,12.4
AJ Tye,ODI,7,389,396,15,189,11,2,64.8,6.11,26.4,48.59,25.93
KH Pandya,T20I,19,410,563,15,127,22,0,68.3,8.24,37.53,30.98,27.33
G Coetzee,Test,4,463,341,14,332,2,1,77.2,4.42,24.36,71.71,33.07
KR Mayers,ODI,23,686,647,14,368,23,0,114.3,5.66,46.21,53.64,49.0
J Goswami,Test,4,729,296,14,595,5,1,121.5,2.44,21.14,81.62,52.07
H Masakadza,Test,15,1038,463,14,807,3,0,173.0,2.68,33.07,77.75,74.14
Nithish Kumar Reddy,IPL,21,267,485,14,74,19,2,44.5,10.9,34.64,27.72,19.07
RP Burl,ODI,26,547,607,14,244,21,1,91.2,6.66,43.36,44.61,39.07
KR Sen,IPL,12,243,396,14,89,12,2,40.5,9.78,28.29,36.63,17.36
Kamran Khan,IPL,9,167,248,14,71,10,1,27.8,8.91,17.71,42.51,11.93
SH Johnson,T20I,8,160,249,14,73,11,0,26.7,9.34,17.79,45.62,11.43
N Nuntarach,T20I,17,200,251,14,78,22,3,33.3,7.53,17.93,39.0,14.29
Manjural Islam Rana,ODI,15,599,431,14,345,11,1,99.8,4.32,30.79,57.6,42.79
Jonte Smith,T20I,8,151,156,14,76,9,1,25.2,6.2,11.14,50.33,10.79
HN Ya France,ODI,21,709,556,14,435,17,0,118.2,4.71,39.71,61.35,50.64
YK Pathan,T20I,16,299,433,14,93,4,0,49.8,8.69,30.93,31.1,21.36
Muhammad Burhan,T20I,11,210,258,14,91,12,0,35.0,7.37,18.43,43.33,15.0
K Bhurtel,ODI,21,547,469,14,281,16,1,91.2,5.14,33.5,51.37,39.07
D Wangmo,T20I,13,230,197,14,112,8,2,38.3,5.14,14.07,48.7,16.43
WK McCallan,ODI,14,603,425,14,338,9,0,100.5,4.23,30.36,56.05,43.07
K Chigora,T20I,11,216,270,14,112,39,4,36.0,7.5,19.29,51.85,15.43
CJ Anderson,IPL,22,297,525,14,86,18,0,49.5,10.61,37.5,28.96,21.21
Mir Hamza,Test,7,1189,661,14,879,3,6,198.2,3.34,47.21,73.93,84.93
TL Chivanga,Test,7,804,662,14,512,7,18,134.0,4.94,47.29,63.68,57.43
AD Mascarenhas,T20I,14,253,319,14,97,1,1,42.2,7.57,22.79,38.34,18.07
S Snater,T20I,12,212,339,14,63,6,3,35.3,9.59,24.21,29.72,15.14
JJ Krejza,Test,2,743,572,14,460,1,0,123.8,4.62,40.86,61.91,53.07
S di Bartolomeo,T20I,7,147,129,14,78,2,0,24.5,5.27,9.21,53.06,10.5
AS Roy,IPL,17,257,368,14,88,19,0,42.8,8.59,26.29,34.24,18.36
AC Douglas,T20I,11,177,184,14,81,7,1,29.5,6.24,13.14,45.76,12.64
SA Campbelle,T20I,16,308,305,14,127,15,1,51.3,5.94,21.79,41.23,22.0
Karanveer Singh,IPL,9,204,323,14,66,9,0,34.0,9.5,23.07,32.35,14.57
Aamir Lal,T20I,9,192,208,14,90,7,0,32.0,6.5,14.86,46.88,13.71
Waseeq Ahmed,T20I,12,246,292,14,89,5,0,41.0,7.12,20.86,36.18,17.57
Wu Juan,T20I,9,193,112,14,122,5,1,32.2,3.48,8.0,63.21,13.79
DN Wyatt,ODI,17,525,447,14,247,12,1,87.5,5.11,31.93,47.05,37.5
M Choamba,T20I,20,269,243,14,128,6,0,44.8,5.42,17.36,47.58,19.21
Imran Ameer,T20I,18,369,429,14,155,8,0,61.5,6.98,30.64,42.01,26.36
KL Cross,T20I,16,303,386,14,126,14,1,50.5,7.64,27.57,41.58,21.64
JDS Neesham,Test,12,1080,698,14,747,15,4,180.0,3.88,49.86,69.17,77.14
MD Botha,ODI,7,276,176,14,166,10,0,46.0,3.83,12.57,60.14,19.71
L Anyait,T20I,14,307,202,14,183,10,0,51.2,3.95,14.43,59.61,21.93
R Ankad,T20I,10,199,163,14,113,8,1,33.2,4.91,11.64,56.78,14.21
IECM Wong,T20I,17,339,398,14,161,18,4,56.5,7.04,28.43,47.49,24.21
GD McGrath,IPL,14,325,366,14,162,4,1,54.2,6.76,26.14,49.85,23.21
